domain,organism_name,location_temp,total_count
CBS,Microcoleus sp. PH2017_28_MFU_U_A,temperate,31
CBS,Microcoleus sp. PH2017_29_MFU_D_A,temperate,41
CBS,Microcoleus sp. PH2017_30_WIL_O_A,temperate,52
CBS,Microcoleus sp. PH2017_31_RDM_U_A,temperate,41
CBS,Microcoleus sp. PH2017_32_RDM_D_A,temperate,41
CBS,Microcoleus sp. PH2017_33_LGB_O_A,temperate,41
CBS,Microcoleus sp. PH2017_34_RAT_O_A,temperate,41
CBS,Microcoleus sp. PH2017_35_SFW_U_B,temperate,41
CBS,Microcoleus sp. PH2017_36_ELK_O_B,temperate,51
CBS,Microcoleus sp. PH2017_37_MFU_D_B,temperate,41
CBS,Microcoleus sp. PH2017_38_RDM_U_B,temperate,41
CBS,Microcoleus sp. PH2017_39_LGB_O_B,temperate,41
CBS,Microcoleus sp. PH2017_40_RAT_O_B,temperate,41
CBS,Microcoleus vaginatus FGP-2,temperate,61
CBS,Microcoleus vaginatus HSN003,temperate,45
CBS,Microcoleus vaginatus PCC 9802,temperate,62
CBS,Microcoleus vaginatus WJT46-NPBG5,temperate,26
CBS,Moorena producens PAL-8-15-08-1,temperate,19
CBS,Moorena sp. SIO1F2,temperate,9
CBS,Moorena sp. SIO1G6,temperate,13
CBS,Moorena sp. SIO3A2,temperate,13
CBS,Moorena sp. SIO3A5,temperate,13
CBS,Moorena sp. SIO3E8,temperate,13
CBS,Moorena sp. SIO3F7,temperate,13
CBS,Moorena sp. SIO3I8,temperate,9
CBS,Moorena sp. SIO4G3,temperate,14
CBS,Moorena sp. SIOASIH,temperate,13
CBS,Myxacorys californica WJT36-NPBG1,temperate,13
CBS,Myxacorys chilensis ATA2-1-KO14,temperate,19
CBS,Nodosilinea sp. LEGE 06152,temperate,13
CBS,Nodosilinea sp. LEGE 07088,temperate,17
CBS,Nodosilinea sp. P-1105,temperate,17
CBS,Nodularia sphaerocarpa UHCC 0038,temperate,11
CBS,Nodularia spumigena CCY9414,temperate,17
CBS,Nodularia spumigena CENA596,temperate,16
CBS,Nostoc cf. commune SO-36,Antarctic,8
CBS,Nostoc desertorum CM1-VF14,temperate,15
CBS,Nostoc indistinguendum CM1-VF10,temperate,15
CBS,Nostoc minutum NIES-26,temperate,40
CBS,Nostoc sp. ATCC 43529,temperate,22
CBS,Nostoc sp. ATCC 53789,temperate,42
CBS,Nostoc sp. CENA543,temperate,54
CBS,Nostoc sp. GBBB01,temperate,20
CBS,Nostoc sp. KVJ20,"cold, non-Antarctic",26
CBS,Nostoc sp. LEGE 06077,temperate,29
CBS,Nostoc sp. LEGE 12447,temperate,25
CBS,Nostoc sp. LEGE 12450,temperate,36
CBS,Nostoc sp. LPT,temperate,12
CBS,Nostoc sp. MBR 210,temperate,59
CBS,Nostoc sp. NMS1,"cold, non-Antarctic",14
CBS,Nostoc sp. NMS2,"cold, non-Antarctic",14
CBS,Nostoc sp. NMS8,temperate,37
CBS,Nostoc sp. RF31YmG,temperate,54
CBS,Nostoc sp. UHCC 0702,temperate,19
CBS,Nostoc sp. UHCC 0870,temperate,48
CBS,Nostocales cyanobacterium,temperate,41
CBS,Nostocales cyanobacterium LEGE 11386,temperate,26
CBS,Nostocales cyanobacterium LEGE 12452,temperate,4
CBS,Okeania sp. SIO1F9,temperate,28
CBS,Okeania sp. SIO1H2,temperate,28
CBS,Okeania sp. SIO1H4,temperate,28
CBS,Okeania sp. SIO1I7,temperate,48
CBS,Okeania sp. SIO2B3,temperate,47
CBS,Okeania sp. SIO2C2,temperate,18
CBS,Okeania sp. SIO2F5,temperate,28
CBS,Okeania sp. SIO2G4,temperate,28
CBS,Okeania sp. SIO3I5,temperate,37
CBS,Oscillatoria princeps RMCB-10,"cold, non-Antarctic",47
CBS,Oscillatoria sp. SIO1A7,temperate,44
CBS,Oscillatoriaceae cyanobacterium M33_DOE_052,temperate,24
CBS,Oscillatoriales cyanobacterium,temperate,125
CBS,Oscillatoriales cyanobacterium CG2_30_40_61,temperate,34
CBS,Oscillatoriales cyanobacterium CG2_30_44_21,temperate,16
CBS,Oscillatoriales cyanobacterium RM2_1_1,temperate,15
CBS,Oscillatoriales cyanobacterium USR001,temperate,48
CBS,Oscillatoriophycideae cyanobacterium NC_groundwater_1537_Pr4_S-0.65um_50_18,temperate,34
CBS,Pantanalinema sp. GBBB05,temperate,47
CBS,Pegethrix bostrychoides GSE-TBD4-15B,temperate,12
CBS,Phormidesmis priestleyi,Antarctic,6
CBS,Phormidesmis priestleyi BC1401,"cold, non-Antarctic",13
CBS,Phormidesmis priestleyi ULC007,Antarctic,6
CBS,Phormidium sp. BM_Day4_Bin.17,temperate,26
CBS,Phormidium sp. LEGE 05292,temperate,96
CBS,Phormidium sp. PBR-2020,temperate,26
CBS,Phormidium sp. SL48-SHIP,temperate,49
CBS,Phormidium tanganyikae FI6-MK23,temperate,10
CBS,Planktothrix agardhii 1030,temperate,34
CBS,Planktothrix agardhii 1031,temperate,34
CBS,Planktothrix agardhii 1032,temperate,34
CBS,Planktothrix agardhii 1801,temperate,34
CBS,Planktothrix agardhii 1803,temperate,34
CBS,Planktothrix agardhii 1804,temperate,34
CBS,Planktothrix agardhii 1808,temperate,34
CBS,Planktothrix agardhii CCAP 1459/11A,temperate,35
CBS,Planktothrix agardhii KL2,temperate,34
CBS,Planktothrix agardhii LY1,"cold, non-Antarctic",34
CBS,Planktothrix mougeotii LEGE 06226,temperate,79
CBS,Plectolyngbya sp. WJT66-NPBG17,temperate,11
CBS,Prochlorothrix hollandica PCC 9006 = CALU 1027,temperate,10
CBS,Pseudanabaena biceps PCC 7429,temperate,59
CBS,Pseudanabaena sp. 'Roaring Creek',temperate,60
CBS,Pseudanabaena sp. BC1403,"cold, non-Antarctic",96
CBS,Pseudanabaena sp. CoA8_M7,temperate,31
CBS,Pseudanabaena sp. M037S2SP2A07QC,temperate,38
CBS,Pseudanabaena sp. M046S1SP1A06QC,temperate,31
CBS,Pseudanabaena sp. M065S1SP2A07QC,temperate,38
CBS,Pseudanabaena sp. M085S1SP2A07QC,temperate,38
CBS,Pseudanabaena sp. M125S2SP2A07QC,temperate,38
CBS,Pseudanabaena sp. M151S2SP2A07QC,temperate,38
CBS,Pseudanabaena sp. M152S2SP2A07QC,temperate,38
CBS,Pseudanabaena sp. M34BS1SP1A06MG,temperate,31
CBS,Pseudanabaena sp. M38BS1SP1A06MG,temperate,31
CBS,Pseudanabaena sp. M53BS1SP1A06MG,temperate,31
CBS,Pseudanabaena sp. SR411,temperate,81
CBS,Pseudanabaena sp. UWO310,temperate,49
CBS,Pseudanabaena sp. UWO311,temperate,101
CBS,Richelia sp. RM1_1_1,temperate,36
CBS,Richelia sp. SL_2_1,temperate,35
CBS,Rivularia sp. (in: Bacteria),temperate,47
CBS,Rivularia sp. PCC 7116,temperate,40
CBS,Roseofilum reptotaenium AO1-A,temperate,53
CBS,Roseofilum sp. SBFL,temperate,52
CBS,Scytolyngbya sp. HA4215-MV1,temperate,98
CBS,Scytonema hyalinum WJT4-NPBG1,temperate,13
CBS,Scytonema sp. RU_4_4,temperate,5
CBS,Scytonematopsis contorta HA4267-MV1,temperate,28
CBS,Sphaerospermopsis aphanizomenoides BCCUSP55,temperate,76
CBS,Sphaerospermopsis reniformis,temperate,13
CBS,Sphaerospermopsis sp. LEGE 00249,temperate,13
CBS,Sphaerospermopsis sp. LEGE 08334,temperate,13
CBS,Sphaerospermopsis sp. SIO1G1,temperate,56
CBS,Sphaerospermopsis torques-reginae ITEP-024,temperate,12
CBS,Spirirestis rafaelensis WJT71-NPBG6,temperate,4
CBS,Spirulina major PCC 6313,temperate,26
CBS,Spirulina sp. SIO3F2,temperate,13
CBS,Spirulinaceae cyanobacterium SM2_1_0,temperate,6
CBS,Stenomitos frigidus ULC18,Antarctic,16
CBS,Stenomitos rutilans HA7619-LM2,temperate,6
CBS,Stigonema ocellatum SAG 48.90 = DSM 106950,temperate,5
CBS,Symploca sp. SIO2C1,temperate,30
CBS,Symploca sp. SIO2E6,temperate,18
CBS,Symploca sp. SIO2E9,temperate,28
CBS,Symplocastrum torsivum CPER-KK1,temperate,15
CBS,Tildeniella nuda ZEHNDER 1965/U140,temperate,6
CBS,Tildeniella torsiva UHER 1998/13D,temperate,21
CBS,Tolypothrix bouteillei VB521301,temperate,17
CBS,Tolypothrix brevis GSE-NOS-MK-07-07A,temperate,4
CBS,Trichocoleus desertorum ATA4-8-CV12,temperate,6
CBS,Trichodesmium erythraeum GBRTRLIN201,temperate,15
CBS,Trichodesmium sp. ALOHA_ZT_67,temperate,16
CBS,Trichormus sp. ATA11-4-KO1,temperate,18
CBS,Trichormus sp. M33_DOE_039,temperate,63
CBS,Trichormus sp. NMC-1,"cold, non-Antarctic",40
CBS,Tychonema sp. LEGE 06208,temperate,37
CBS,Tychonema sp. LEGE 07196,temperate,38
CBS,Tychonema sp. LEGE 07199,temperate,38
CBS,Tychonema sp. LEGE 07203,temperate,42
CBS,filamentous cyanobacterium LEGE 07170,temperate,36
CBS,filamentous cyanobacterium Phorm 6,"cold, non-Antarctic",52
CHASE,Argonema antarcticum A004/B2,Antarctic,13
CHASE,Argonema galeatum A003/A1,Antarctic,17
CHASE,Calothrix elsteri CCALA 953,Antarctic,5
CHASE,Calothrix sp. CSU_2_0,temperate,5
CHASE,Cyanocohniella sp. LLY,temperate,10
CHASE,Cyanomargarita calcarea GSE-NOS-MK-12-04C,temperate,7
CHASE,Cylindrospermopsis raciborskii KL1,temperate,3
CHASE,Desmonostoc vinosum HA7617-LM4,temperate,9
CHASE,Drouetiella hepatica Uher 2000/2452,temperate,3
CHASE,Kastovskya adunca ATA6-11-RM4,temperate,9
CHASE,Leptolyngbya sp. DLM2.Bin15,temperate,3
CHASE,Leptolyngbya sp. PL-A2,temperate,4
CHASE,Leptolyngbya sp. SIOISBB,temperate,3
CHASE,Leptolyngbyaceae cyanobacterium M33_DOE_097,temperate,8
CHASE,Limnoraphis sp. WC205,temperate,18
CHASE,Limnothrix sp. CACIAM 69d,temperate,5
CHASE,Limnothrix sp. P13C2,temperate,5
CHASE,Lusitaniella coriacea LEGE 07157,temperate,5
CHASE,Microcoleus sp. PH2017_01_SCD_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_02_FOX_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_05_CCC_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_07_MST_O_A,temperate,7
CHASE,Microcoleus sp. PH2017_08_TRC_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_09_SFU_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_10_PVI_O_A,temperate,13
CHASE,Microcoleus sp. PH2017_11_PCY_U_A,temperate,13
CHASE,Microcoleus sp. PH2017_12_PCY_D_A,temperate,13
CHASE,Microcoleus sp. PH2017_13_LAR_U_A,temperate,17
CHASE,Microcoleus sp. PH2017_14_LAR_D_A,temperate,17
CHASE,Microcoleus sp. PH2017_15_JOR_U_A,temperate,17
CHASE,Microcoleus sp. PH2017_16_JOR_D_A,temperate,14
CHASE,Microcoleus sp. PH2017_17_BER_D_A,temperate,17
CHASE,Microcoleus sp. PH2017_18_LLB_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_19_SFW_U_A,temperate,17
CHASE,Microcoleus sp. PH2017_20_SFW_D_A,temperate,17
CHASE,Microcoleus sp. PH2017_21_RUC_O_A,temperate,13
CHASE,Microcoleus sp. PH2017_22_RUC_O_B,temperate,13
CHASE,Microcoleus sp. PH2017_24_DOB_U_A,temperate,17
CHASE,Microcoleus sp. PH2017_25_DOB_D_A,temperate,17
CHASE,Microcoleus sp. PH2017_26_ELK_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_27_LUM_O_A,temperate,13
CHASE,Microcoleus sp. PH2017_28_MFU_U_A,temperate,16
CHASE,Microcoleus sp. PH2017_29_MFU_D_A,temperate,17
CHASE,Microcoleus sp. PH2017_30_WIL_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_31_RDM_U_A,temperate,17
CHASE,Microcoleus sp. PH2017_32_RDM_D_A,temperate,17
CHASE,Microcoleus sp. PH2017_33_LGB_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_34_RAT_O_A,temperate,17
CHASE,Microcoleus sp. PH2017_35_SFW_U_B,temperate,17
CHASE,Microcoleus sp. PH2017_36_ELK_O_B,temperate,17
CHASE,Microcoleus sp. PH2017_37_MFU_D_B,temperate,17
CHASE,Microcoleus sp. PH2017_38_RDM_U_B,temperate,17
CHASE,Microcoleus sp. PH2017_39_LGB_O_B,temperate,17
CHASE,Microcoleus sp. PH2017_40_RAT_O_B,temperate,17
CHASE,Microcoleus vaginatus FGP-2,temperate,25
CHASE,Microcoleus vaginatus HSN003,temperate,12
CHASE,Microcoleus vaginatus PCC 9802,temperate,25
CHASE,Microcoleus vaginatus WJT46-NPBG5,temperate,5
CHASE,Moorena producens PAL-8-15-08-1,temperate,3
CHASE,Moorena sp. SIO3E8,temperate,3
CHASE,Moorena sp. SIO3F7,temperate,3
CHASE,Moorena sp. SIO4G3,temperate,3
CHASE,Moorena sp. SIOASIH,temperate,3
CHASE,Myxacorys californica WJT36-NPBG1,temperate,5
CHASE,Myxacorys chilensis ATA2-1-KO14,temperate,5
CHASE,Nodosilinea sp. LEGE 07088,temperate,3
CHASE,Nodosilinea sp. P-1105,temperate,3
CHASE,Nodosilinea sp. WJT8-NPBG4,temperate,3
CHASE,Nostoc minutum NIES-26,temperate,12
CHASE,Nostoc sp. CENA543,temperate,9
CHASE,Nostoc sp. LEGE 06077,temperate,9
CHASE,Nostoc sp. MBR 210,temperate,9
CHASE,Nostoc sp. UHCC 0702,temperate,12
CHASE,Nostocales cyanobacterium,temperate,7
CHASE,Nostocales cyanobacterium LEGE 11386,temperate,10
CHASE,Okeania sp. SIO1I7,temperate,3
CHASE,Okeania sp. SIO2B3,temperate,2
CHASE,Okeania sp. SIO3I5,temperate,3
CHASE,Oscillatoria princeps RMCB-10,"cold, non-Antarctic",3
CHASE,Oscillatoria sp. SIO1A7,temperate,10
CHASE,Oscillatoriaceae cyanobacterium M33_DOE_052,temperate,16
CHASE,Oscillatoriales cyanobacterium,temperate,37
CHASE,Oscillatoriales cyanobacterium CG2_30_40_61,temperate,7
CHASE,Oscillatoriales cyanobacterium USR001,temperate,3
